"date","user_id","user_question","bot_answer","bucket","reason","full_conversation"
"2026-06-08","_User$5nEB3BPIJG","Muja dubara ket Lani h","माफ़ कीजिए, इस बार मैं आपका सही जवाब नहीं ढूंढ पाया। अगर आपको और मदद चाहिए, तो हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$5nEB3BPIJG","Meri makeup kit kab tak a jayegi","माफ़ कीजिए, इस बार मैं आपका सही जवाब नहीं ढूंढ पाया। अगर आपको और मदद चाहिए, तो हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$5nEB3BPIJG","Mam aapane bola tha mera order dobara se order Ho jaega to aapane kar Diya aur mujhe bataiye please pata kar kar","माफ़ कीजिए, इस बार मैं आपका सही जवाब नहीं ढूंढ पाया। अगर आपको और मदद चाहिए, तो हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$5yCviinEUA","I am 13 years old girl plss recommended somthing according to my age","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$6F8TKNRNoc","Under eye I have big bump","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$6SfYAjDJu1","Ham kishi gave ma rahman ha","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए डॉक्टर कॉल पहले से शेड्यूल किया था, लेकिन लगता है हम आपसे कनेक्ट नहीं हो पाए।
किसी भी और मदद के लिए, हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$78GKP70VFZ","Please mujhe ma'am call na kre","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए पहले से ही डॉक्टर कॉल शेड्यूल कर दी है — कृपया अपना सवाल कॉल के दौरान पूछें। क्या मैं आपकी किसी और तरह से मदद कर सकता/सकती हूँ?","NO_ANSWER","",""
"2026-06-08","_User$78GKP70VFZ","Call nhi aana chahiye","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए पहले से ही डॉक्टर कॉल शेड्यूल कर दी है — कृपया अपना सवाल कॉल के दौरान पूछें। क्या मैं आपकी किसी और तरह से मदद कर सकता/सकती हूँ?","NO_ANSWER","",""
"2026-06-08","_User$78GKP70VFZ","Dr. Name","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए पहले से ही डॉक्टर कॉल शेड्यूल कर दी है — कृपया अपना सवाल कॉल के दौरान पूछें। क्या मैं आपकी किसी और तरह से मदद कर सकता/सकती हूँ?","NO_ANSWER","",""
"2026-06-08","_User$7C9NQ1n2VM","Mam three day se mare face pe jln hori ho inshan bhi","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$7C9NQ1n2VM","Mam kit fir se bena de na","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए पहले से ही डॉक्टर कॉल शेड्यूल कर दी है — कृपया अपना सवाल कॉल के दौरान पूछें। क्या मैं आपकी किसी और तरह से मदद कर सकता/सकती हूँ?","NO_ANSWER","",""
"2026-06-08","_User$7G2P4UzctH","Surprise Kya hoga iska","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$7TH1tVCyJy","Mem ay dvaiya kha pr milegi","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$7pCQpJZuJ9","Mujhe ek schedule do ki mujhe konsi soaps use krne chaiye like godrej, medimix, santoor  ,dove","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए पहले से ही डॉक्टर कॉल शेड्यूल कर दी है — कृपया अपना सवाल कॉल के दौरान पूछें। क्या मैं आपकी किसी और तरह से मदद कर सकता/सकती हूँ?","NO_ANSWER","",""
"2026-06-08","_User$824XboBpFc","मुझे मेरा फोटो डालणा है","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए डॉक्टर कॉल पहले से शेड्यूल किया था, लेकिन लगता है हम आपसे कनेक्ट नहीं हो पाए।
किसी भी और मदद के लिए, हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$8Ax7V9mh9g","Mujhe nahin pata yah aap hi karo","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$8Ax7V9mh9g","Okay","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$8Ax7V9mh9g","Maine call call nahin kiya isliye main aapko janti hun","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$8Ax7V9mh9g","Actuallye nahin kar sakti","माफ़ कीजिए, इस बार मैं आपका सही जवाब नहीं ढूंढ पाया। अगर आपको और मदद चाहिए, तो हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$8Ax7V9mh9g","Not","माफ़ कीजिए, इस बार मैं आपका सही जवाब नहीं ढूंढ पाया। अगर आपको और मदद चाहिए, तो हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$8Ax7V9mh9g","No","माफ़ कीजिए, इस बार मैं आपका सही जवाब नहीं ढूंढ पाया। अगर आपको और मदद चाहिए, तो हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$8Ax7V9mh9g","No","माफ़ कीजिए, इस बार मैं आपका सही जवाब नहीं ढूंढ पाया। अगर आपको और मदद चाहिए, तो हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$8Ax7V9mh9g","Ko","माफ़ कीजिए, इस बार मैं आपका सही जवाब नहीं ढूंढ पाया। अगर आपको और मदद चाहिए, तो हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$9zeCraHb7M","Im a hiv patient how can I use","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$A4fVmpun2W","Miliya jiyada hota h","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$ARTrlNfjEp","I want to subtract supplement","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$BsMGLP546w","is the best","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$BsMGLP546w","Peehuchopra","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$BwzcEzic8T","Please next week ludhian to Ayodhya City","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$Bx3a3IQWZ6","Agr to theek nhi hua to","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$CyrMCS7tu3","Mujhe nahi pata pin code","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$CzCFV8RzPP","Please tell me how to cure at home without I am use no chemical products..","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$DKc3TNxhpA","Mere periods late hai","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$DSA2R6JkTI","I have chronic kidney disease, are these products safe","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$Dh9O63mY6A","Hum kuchh bhi nahi chalate hai","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$Dh9O63mY6A","Me nhi chlati hu","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$DsvEFcftDz","100 / thik hoga","Sorry, I couldn't find the exact answer. We've already scheduled a doctor call for you—please ask your question during the call. Is there anything else I can help you with?","NO_ANSWER","",""
"2026-06-08","_User$DsvEFcftDz","100 . /. Thik hogaa","Sorry, I couldn't find the exact answer. We've already scheduled a doctor call for you—please ask your question during the call. Is there anything else I can help you with?","NO_ANSWER","",""
"2026-06-08","_User$E6awMnRZZ4","Main mere pass Paisa nahin Hai FIR main aap de sakte","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$E6awMnRZZ4","Maine kab Paisa nahin hai please aap de sakte hain please aap free mein de sakte hain","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए पहले से ही डॉक्टर कॉल शेड्यूल कर दी है — कृपया अपना सवाल कॉल के दौरान पूछें। क्या मैं आपकी किसी और तरह से मदद कर सकता/सकती हूँ?","NO_ANSWER","",""
"2026-06-08","_User$E6awMnRZZ4","Aapse request kar rahi hun mujhe free mein chahie mujhe party mein jana","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए पहले से ही डॉक्टर कॉल शेड्यूल कर दी है — कृपया अपना सवाल कॉल के दौरान पूछें। क्या मैं आपकी किसी और तरह से मदद कर सकता/सकती हूँ?","NO_ANSWER","",""
"2026-06-08","_User$E6awMnRZZ4","Mam aapko aap mere ko bhi mere free mein le ja film mere pass Paisa nahin Hai","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए डॉक्टर कॉल पहले से शेड्यूल किया था, लेकिन लगता है हम आपसे कनेक्ट नहीं हो पाए।
किसी भी और मदद के लिए, हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$E6awMnRZZ4","Request kar rahi hoon please aap mujhe free mein de dijiye cream","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए डॉक्टर कॉल पहले से शेड्यूल किया था, लेकिन लगता है हम आपसे कनेक्ट नहीं हो पाए।
किसी भी और मदद के लिए, हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$E6awMnRZZ4","Please mam mere ko Hindi mein","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए डॉक्टर कॉल पहले से शेड्यूल किया था, लेकिन लगता है हम आपसे कनेक्ट नहीं हो पाए।
किसी भी और मदद के लिए, हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$E6awMnRZZ4","Madam please aap mere ko apna number de sakte number","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$E6awMnRZZ4","Please mam please play dijiye na number mein request karo free mein chahie","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए पहले से ही डॉक्टर कॉल शेड्यूल कर दी है — कृपया अपना सवाल कॉल के दौरान पूछें। क्या मैं आपकी किसी और तरह से मदद कर सकता/सकती हूँ?","NO_ANSWER","",""
"2026-06-08","_User$E6awMnRZZ4","Please mujhe ma'am bahut log mere majak udate ki tumhare bahut sare pimple dark se kuchh Laga kuchh Laga aapka Jo video Dekhi mujhe chahie aap free","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए पहले से ही डॉक्टर कॉल शेड्यूल कर दी है — कृपया अपना सवाल कॉल के दौरान पूछें। क्या मैं आपकी किसी और तरह से मदद कर सकता/सकती हूँ?","NO_ANSWER","",""
"2026-06-08","_User$E6awMnRZZ4","Main Meri bahan ki shaadi Hui Hai to Abhi itne paise nahin Hai 3000 mere pass to please aap free mein de sakte hain cream","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए पहले से ही डॉक्टर कॉल शेड्यूल कर दी है — कृपया अपना सवाल कॉल के दौरान पूछें। क्या मैं आपकी किसी और तरह से मदद कर सकता/सकती हूँ?","NO_ANSWER","",""
"2026-06-08","_User$EM3K5PIM2Q","Luck sope nothing","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$EhFT3cDFe4","Is microneedling and chemical peels be effective","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$Eij0RnH8EA","Meyne Rong answer diya sorry mey abhi dusra ce","Sorry, I couldn't find the exact answer. We've already scheduled a doctor call for you—please ask your question during the call. Is there anything else I can help you with?","NO_ANSWER","",""
"2026-06-08","_User$EjzZ7YHyby","में ज्यादा मनी क्रीम अपना मैन्युफैक्चरिंग नहीं ले सकते","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$EpGpR8wL0E","Mam gariti k sath meslma chela jayga","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$EqDXGa20Xx","I don't need a face wash right now because i already have one","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$FEgnd2KnwS","Mai 5-6 mahino se kamjor kyu ho rhi hu","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$FwDo9oWif8","Can i less my products","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$G8CaDR3QM1","Please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$G8CaDR3QM1","Please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$Hk3FrznZwU","I skipped one thing that from 2 months I have been taking medicines for migraine","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$Hk3FrznZwU","I have a mild anemia","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$IInIrCrXaR","उधार दे सकते हैं","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$IInIrCrXaR","ठीक है बताइएगा","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$IInIrCrXaR","मेरे को कब तक मिल जाएगा ऑर्डर","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए डॉक्टर कॉल पहले से शेड्यूल किया था, लेकिन लगता है हम आपसे कनेक्ट नहीं हो पाए।
किसी भी और मदद के लिए, हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$IInIrCrXaR","मेरा ऑर्डर कंफर्म हो गया","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए डॉक्टर कॉल पहले से शेड्यूल किया था, लेकिन लगता है हम आपसे कनेक्ट नहीं हो पाए।
किसी भी और मदद के लिए, हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$IInIrCrXaR","मेरे को बताइए मेरा कंटिन्यू हो गया है कि नहीं हुआ है","माफ़ कीजिए, मैं आपका सही जवाब नहीं ढूंढ पाया। हमने आपके लिए डॉक्टर कॉल पहले से शेड्यूल किया था, लेकिन लगता है हम आपसे कनेक्ट नहीं हो पाए।
किसी भी और मदद के लिए, हमारी केयर टीम आपके लिए मौजूद है — बस 81500 96500 पर कॉल करें।
क्या मैं आपकी किसी और तरह से मदद कर सकता हूँ?","NO_ANSWER","",""
"2026-06-08","_User$IrZRZNQept","I felt ceramide cause clogged comedones","Sorry, I couldn’t find the right answer. But no worries — we can schedule a call with the doctor. You’ll get a call within 2 hours or tomorrow after 9 AM. ","NO_ANSWER","",""
"2026-06-08","_User$JGJk7WrfMC","Kb","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$KL5f7dA1Rp","Maine kuchh Kam nahin hoga Kya tumko aaegi kya","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
"2026-06-08","_User$KL5f7dA1Rp","Mujhe ek 15 tarikh ke bad mein aani 17 tarikh ke din chahie","माफ़ कीजिए, मुझे आपका सही जवाब नहीं मिला। लेकिन कोई बात नहीं — हम डॉक्टर के साथ एक कॉल शेड्यूल कर सकते हैं। आपको 2 घंटे के अंदर या कल सुबह 9 बजे के बाद कॉल आ जाएगा।","NO_ANSWER","",""
